EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,OverTime,JobSatisfaction,DistanceFromHome,YearsAtCompany,Attrition
891,59,Male,HR,Manager,7331,No,3,20,12,No
892,54,Female,IT,Software Developer,13295,No,4,8,10,No
893,58,Male,Finance,Software Developer,4942,No,1,26,18,No
894,48,Female,Finance,Manager,19575,No,3,14,2,No
895,54,Male,HR,HR Executive,16404,Yes,2,18,14,Yes
896,25,Male,R&D,Financial Analyst,3861,Yes,4,25,6,No
897,43,Male,HR,Lab Technician,12275,No,4,29,6,No
898,23,Female,HR,Manager,7134,Yes,1,16,5,No
899,31,Male,Sales,Technical Lead,14803,Yes,4,9,2,Yes
900,26,Female,IT,Research Scientist,18408,No,4,15,12,No
901,31,Female,Finance,HR Executive,19351,No,4,26,6,Yes
902,54,Female,R&D,Manager,7131,No,4,10,4,Yes
903,59,Female,Finance,Manager,15057,No,2,29,17,No
904,34,Female,Finance,Software Developer,14349,No,3,22,7,No
905,52,Female,IT,Research Scientist,14486,Yes,2,16,16,No
906,57,Female,Finance,Research Scientist,8457,No,2,4,19,Yes
907,45,Female,Finance,Technical Lead,9079,Yes,1,20,0,No
908,36,Female,HR,Research Scientist,15453,No,4,13,13,Yes
909,50,Male,IT,Manager,15158,No,2,22,16,No
910,29,Male,Sales,Lab Technician,18735,No,4,5,9,No
911,26,Male,R&D,Sales Executive,18830,No,2,22,11,No
912,50,Male,Finance,HR Executive,18125,Yes,2,7,15,No
913,25,Male,R&D,Sales Executive,14905,No,1,23,13,Yes
914,33,Female,Sales,Manager,15298,No,3,9,15,No
915,23,Female,R&D,Sales Executive,5011,No,3,8,7,No
916,48,Female,Sales,Manager,6373,No,2,29,9,No
917,52,Female,HR,Sales Executive,13335,No,1,16,16,No
918,57,Female,Finance,Research Scientist,13692,Yes,4,6,17,Yes
919,57,Female,Sales,Financial Analyst,17527,Yes,4,28,19,No
920,47,Female,R&D,Research Scientist,15773,No,2,16,15,No
921,48,Male,Finance,Research Scientist,4289,No,3,6,16,No
922,26,Male,HR,Technical Lead,4447,No,1,14,15,Yes
923,41,Male,Finance,Software Developer,17139,No,3,21,18,Yes
924,32,Male,Sales,Software Developer,16757,No,4,1,7,No
925,31,Female,HR,Sales Executive,8462,No,3,25,5,No
926,59,Female,R&D,Manager,10657,No,4,9,5,No
927,27,Female,HR,Technical Lead,7920,Yes,1,25,8,Yes
928,29,Male,HR,Research Scientist,13345,No,1,27,3,No
929,44,Female,IT,Technical Lead,11417,Yes,2,24,11,No
930,47,Female,HR,Sales Executive,8208,Yes,2,13,11,No
931,33,Female,HR,Software Developer,3687,No,3,26,16,No
932,47,Male,Finance,Financial Analyst,19913,No,1,29,14,No
933,34,Female,R&D,HR Executive,16223,Yes,1,19,8,No
934,39,Male,Finance,Sales Executive,11080,Yes,2,17,6,No
935,46,Male,Finance,Technical Lead,12486,Yes,4,11,9,Yes
936,54,Male,Sales,Financial Analyst,9094,No,3,28,15,No
937,33,Male,Finance,HR Executive,10692,Yes,3,28,11,No
938,57,Female,IT,Lab Technician,14088,Yes,2,8,6,No
939,25,Male,IT,Sales Executive,6103,No,1,23,17,No
940,26,Male,Sales,Sales Executive,5440,No,2,29,14,No
941,58,Female,R&D,Lab Technician,10124,No,2,5,5,No
942,29,Female,R&D,Lab Technician,17031,Yes,2,10,11,No
943,49,Male,Finance,Sales Executive,17536,No,2,7,10,No
944,52,Female,Finance,Lab Technician,3446,No,4,10,19,Yes
945,30,Male,Finance,Research Scientist,6915,No,4,4,2,Yes
946,50,Male,R&D,HR Executive,18787,No,1,9,1,No
947,35,Male,HR,HR Executive,9587,No,2,27,5,Yes
948,43,Male,IT,HR Executive,3226,Yes,4,26,4,No
949,32,Female,HR,Research Scientist,14151,No,1,14,17,No
950,44,Male,HR,Manager,8558,No,2,2,15,No
951,22,Female,R&D,Lab Technician,14971,No,3,25,7,No
952,58,Female,HR,Financial Analyst,3186,Yes,4,9,19,No
953,42,Female,Sales,Lab Technician,17680,Yes,1,21,10,Yes
954,47,Female,Finance,Sales Executive,17559,No,3,27,9,No
955,57,Male,Sales,Software Developer,14069,Yes,2,1,11,No
956,44,Female,IT,Technical Lead,5535,Yes,2,23,5,No
957,22,Male,Finance,Technical Lead,4932,No,2,10,19,No
958,36,Female,HR,HR Executive,5032,No,4,10,4,No
959,42,Female,IT,Lab Technician,4252,No,1,20,8,Yes
960,30,Male,Finance,Financial Analyst,8509,No,3,25,15,No
961,30,Male,HR,Sales Executive,8074,No,1,22,13,Yes
962,31,Male,Sales,Research Scientist,16900,Yes,4,29,7,No
963,47,Female,Finance,Manager,17523,Yes,1,3,19,No
964,56,Female,HR,Research Scientist,4881,No,4,6,18,No
965,46,Male,Sales,Financial Analyst,3269,No,2,29,13,No
966,47,Male,IT,Sales Executive,4630,No,3,26,6,Yes
967,32,Male,IT,HR Executive,16383,Yes,2,6,4,No
968,59,Male,IT,Lab Technician,19152,No,1,21,17,Yes
969,23,Female,IT,Sales Executive,14084,No,2,2,1,Yes
970,28,Male,R&D,Technical Lead,4695,No,3,26,10,No
971,39,Male,Finance,Manager,17821,No,2,26,7,No
972,48,Male,Finance,Research Scientist,6262,No,3,18,0,No
973,55,Male,R&D,Manager,4445,No,3,23,11,No
974,48,Female,HR,Manager,19436,No,2,2,1,No
975,38,Male,HR,Financial Analyst,12949,Yes,4,12,17,No
976,45,Female,IT,Financial Analyst,9901,No,1,22,6,Yes
977,46,Male,Sales,Lab Technician,3719,No,4,5,16,No
978,28,Male,HR,Financial Analyst,11597,Yes,4,20,13,No
979,27,Female,Sales,Financial Analyst,9855,No,2,7,6,No
980,45,Male,Finance,Sales Executive,11263,No,1,24,2,No
981,54,Female,Sales,Technical Lead,17520,Yes,1,16,5,No
982,50,Female,Finance,HR Executive,14874,No,4,20,19,No
983,43,Male,R&D,Lab Technician,17079,Yes,2,1,1,No
984,47,Female,R&D,Sales Executive,10243,No,1,1,16,No
985,49,Female,IT,HR Executive,12018,No,4,17,11,No
986,42,Female,HR,Manager,19732,No,1,27,11,No
987,28,Female,IT,Sales Executive,15100,No,2,1,16,No
988,38,Female,Finance,Software Developer,19691,No,2,21,9,No
989,41,Female,IT,Sales Executive,7820,No,2,20,2,No
990,41,Female,Sales,Financial Analyst,14001,Yes,1,13,19,No
991,43,Female,Finance,HR Executive,16907,No,3,9,17,No
992,49,Male,R&D,Lab Technician,14669,Yes,1,15,12,No
993,28,Male,HR,Lab Technician,18916,No,3,3,11,No
994,22,Female,Finance,HR Executive,13878,No,2,14,16,No
995,53,Male,Finance,Financial Analyst,5985,Yes,4,23,3,No
996,34,Female,Sales,Research Scientist,11112,No,3,11,9,No
997,51,Female,HR,Sales Executive,11467,Yes,2,24,10,No
998,44,Male,R&D,Financial Analyst,3336,Yes,2,22,5,Yes
999,40,Female,Finance,Software Developer,13165,No,3,12,5,No
1000,53,Female,Finance,Technical Lead,15768,Yes,4,13,8,No
